Legend: waktu, latitude, longitude, altitude, gx, gy, gz, ax, ay, az 
(2023-03-11_15-04-44.623, 0.0, 0.0, None, -0.004757607355713844, -0.000993289053440094, 0.021306686103343964, 0.47567662596702576, 0.006754845380783081, -9.896950721740723) 
(2023-03-11_15-04-44.664, 0.0, 0.0, None, -0.0035699214786291122, 0.007061053067445755, -0.0012935101985931396, 0.5229628086090088, 0.1597510576248169, -9.762798309326172) 
(2023-03-11_15-04-44.697, 0.0, 0.0, None, -0.022033007815480232, 0.010065767914056778, -0.011134729720652103, 0.6710599660873413, -0.2563677728176117, -9.99312686920166) 
(2023-03-11_15-04-44.730, 0.0, 0.0, None, -0.00039342232048511505, 0.006986459717154503, 0.026788964867591858, 0.8895459175109863, 0.17361143231391907, -10.021849632263184) 
(2023-03-11_15-04-44.763, 0.0, 0.0, None, 0.006407005712389946, 0.010068836621940136, 0.032906267791986465, 0.8180350065231323, -0.06512349098920822, -9.70100212097168) 
(2023-03-11_15-04-45.293, 0.0, 0.0, None, -0.002241760492324829, 0.005748087540268898, 0.027396410703659058, 0.30401769280433655, 0.24122416973114014, -9.72418212890625) 
(2023-03-11_15-04-45.337, 0.0, 0.0, None, -0.007209820672869682, 0.011313135735690594, 0.00600211787968874, 0.7184814214706421, -0.10344473272562027, -9.978717803955078) 
(2023-03-11_15-04-45.378, 0.0, 0.0, None, -0.01404482964426279, -0.0077613480389118195, 0.012751244939863682, 0.5615139007568359, 0.12122982740402222, -10.169992446899414) 
(2023-03-11_15-04-45.427, 0.0, 0.0, None, -0.005375344306230545, 0.010714945383369923, 0.004180102609097958, 0.6758022308349609, 0.044625408947467804, -10.213276863098145) 
(2023-03-11_15-04-45.469, 0.0, 0.0, None, 0.00015208497643470764, 0.0008880104869604111, 0.01643679291009903, 0.6232601404190063, 0.1642266809940338, -10.117348670959473) 
(2023-03-11_15-04-45.502, 0.0, 0.0, None, -0.010342237539589405, 0.0033377017825841904, 0.0011345753446221352, 0.5373743772506714, -0.012331023812294006, -9.753339767456055) 
(2023-03-11_15-04-45.551, 0.0, 0.0, None, -0.008403261192142963, 0.006961354985833168, 0.02187778428196907, 0.6372790336608887, 0.2981238067150116, -9.997538566589355) 
(2023-03-11_15-04-45.592, 0.0, 0.0, None, -0.010283068753778934, 0.022389430552721024, -0.009300746954977512, 0.799242377281189, 0.01120719313621521, -9.969160079956055) 
(2023-03-11_15-04-45.634, 0.0, 0.0, None, -0.012078910134732723, 0.008163622580468655, 0.023691080510616302, 0.8462435007095337, 0.1930232048034668, -9.605081558227539) 
(2023-03-11_15-04-45.675, 0.0, 0.0, None, -0.018838411197066307, 0.02846277505159378, -0.003859756514430046, 0.7324154376983643, -0.02683284878730774, -9.739198684692383) 
(2023-03-11_15-04-45.716, 0.0, 0.0, None, -0.0035933032631874084, -0.005859646946191788, 0.010342567227780819, 0.7515480518341064, -0.06512659043073654, -9.80151081085205) 
(2023-03-11_15-04-45.761, 0.0, 0.0, None, -0.0022894442081451416, 0.01133628562092781, 0.0066303471103310585, 0.7894347906112671, 0.09259343147277832, -9.772719383239746) 
(2023-03-11_15-04-46.294, 0.0, 0.0, None, -0.0036080237478017807, -0.005230449140071869, 0.005458642728626728, 0.5702695846557617, 0.054745402187108994, -9.446792602539062) 
(2023-03-11_15-04-46.334, 0.0, 0.0, None, -0.014028532430529594, 0.009479339234530926, -0.0068318210542202, 0.6372756958007812, 0.0735781192779541, -9.820455551147461) 
(2023-03-11_15-04-46.380, 0.0, 0.0, None, -0.004207128658890724, -0.0021661091595888138, 0.00544652808457613, 0.6563913822174072, 0.15951131284236908, -9.964118003845215) 
(2023-03-11_15-04-46.423, 0.0, 0.0, None, -0.012136033736169338, 0.00883011519908905, 0.007212513126432896, 0.8465684652328491, 0.2358458936214447, -9.9259672164917) 
(2023-03-11_15-04-46.471, 0.0, 0.0, None, -0.010904102586209774, 0.021159300580620766, -0.009299049153923988, 0.8609708547592163, 0.006437525153160095, -9.86385726928711) 
(2023-03-11_15-04-46.513, 0.0, 0.0, None, -0.01949179358780384, 0.011238578706979752, 0.00961861852556467, 0.7084014415740967, 0.09752911329269409, -9.633722305297852) 
(2023-03-11_15-04-46.561, 0.0, 0.0, None, 0.004963064566254616, -0.0020738765597343445, -0.008555367588996887, 0.713854193687439, -0.10351083427667618, -10.093666076660156) 
(2023-03-11_15-04-46.594, 0.0, 0.0, None, -0.007176815532147884, 0.009435354731976986, 0.017602678388357162, 0.7945587635040283, 0.08761321008205414, -10.093640327453613) 
(2023-03-11_15-04-46.642, 0.0, 0.0, None, 0.002551410347223282, 0.005883118137717247, -0.006759279873222113, 0.941542387008667, 0.05908284708857536, -9.638797760009766) 
(2023-03-11_15-04-46.675, 0.0, 0.0, None, -0.017740830779075623, 0.007016336545348167, -0.00988863781094551, 0.8751611709594727, 0.006468936800956726, -9.792027473449707) 
(2023-03-11_15-04-46.716, 0.0, 0.0, None, 0.010623736307024956, 0.005853263661265373, 0.015238736756145954, 0.7512513399124146, 0.044918835163116455, -9.624222755432129) 
(2023-03-11_15-04-46.764, 0.0, 0.0, None, -0.009781233966350555, -0.012018142268061638, 0.007898841984570026, 0.9509704113006592, 0.10211972147226334, -9.59567642211914) 
(2023-03-11_15-04-47.295, 0.0, 0.0, None, 0.00258566252887249, -0.002774517983198166, 0.01462689321488142, 0.628253698348999, -0.11778414994478226, -10.107948303222656) 
(2023-03-11_15-04-47.334, 0.0, 0.0, None, -0.024549487978219986, -0.010848822072148323, 0.00234873965382576, 0.6897009611129761, 0.0687025859951973, -9.901944160461426) 
(2023-03-11_15-04-47.377, 0.0, 0.0, None, -0.02017621323466301, 0.009447949007153511, -0.00685430271551013, 0.5516084432601929, 0.07367368042469025, -9.78683090209961) 
(2023-03-11_15-04-47.417, 0.0, 0.0, None, -0.015211327001452446, 0.00018818676471710205, 0.018823537975549698, 0.5377068519592285, 0.10215168446302414, -10.136448860168457) 
(2023-03-11_15-04-47.467, 0.0, 0.0, None, -0.014619141817092896, 0.01376870647072792, -0.006237637717276812, 0.7706952095031738, 0.05901045352220535, -10.002626419067383) 
(2023-03-11_15-04-47.515, 0.0, 0.0, None, -0.008496090769767761, 0.007659251801669598, -0.004364690277725458, 0.5894143581390381, 0.16932854056358337, -9.638333320617676) 
(2023-03-11_15-04-47.563, 0.0, 0.0, None, -0.008648683317005634, -0.02178656868636608, -0.004880216903984547, 0.813077449798584, -0.06501097232103348, -9.523776054382324) 
(2023-03-11_15-04-47.604, 0.0, 0.0, None, -0.007316633127629757, 0.0009308196604251862, -0.008610197342932224, 0.9795984029769897, 0.11638161540031433, -9.681914329528809) 
(2023-03-11_15-04-47.646, 0.0, 0.0, None, -0.005993407219648361, -0.0022265594452619553, 0.02130613476037979, 0.9986968040466309, 0.0924392119050026, -9.725058555603027) 
(2023-03-11_15-04-47.687, 0.0, 0.0, None, 0.017915556207299232, -0.005126470699906349, 0.007368058897554874, 0.7322289943695068, 0.11181861162185669, -9.68163776397705) 
(2023-03-11_15-04-47.736, 0.0, 0.0, None, -0.022049304097890854, -0.007174920290708542, 0.008448335342109203, 0.6701221466064453, 0.14068089425563812, -9.47080135345459) 
(2023-03-11_15-04-47.785, 0.0, 0.0, None, 0.0025253277271986008, -0.00888395868241787, 0.006713450886309147, 0.6234472990036011, -0.09864292293787003, -10.079192161560059) 
(2023-03-11_15-04-48.297, 0.0, 0.0, None, 0.005607357248663902, 0.0028332993388175964, -0.007348416838794947, 0.8708256483078003, -0.12275037914514542, -10.065116882324219) 
(2023-03-11_15-04-48.335, 0.0, 0.0, None, 0.00987447239458561, -0.00512409582734108, -0.0060865385457873344, 0.48019006848335266, 0.11198987066745758, -9.762779235839844) 
(2023-03-11_15-04-48.378, 0.0, 0.0, None, -0.01214426290243864, -0.005952663719654083, 0.025567200034856796, 0.5277350544929504, 0.15496116876602173, -9.77238655090332) 
(2023-03-11_15-04-48.427, 0.0, 0.0, None, -0.007855321280658245, 0.01626703143119812, -0.009272021241486073, 0.6994807720184326, -0.0365566611289978, -10.055291175842285) 
(2023-03-11_15-04-48.468, 0.0, 0.0, None, -0.016453782096505165, 0.002042025327682495, 0.01271067839115858, 0.9174714088439941, 0.34113672375679016, -9.605071067810059) 
(2023-03-11_15-04-48.508, 0.0, 0.0, None, -0.007839188911020756, 0.021182848140597343, -0.011728785000741482, 0.8758121728897095, -0.09421292692422867, -10.29022216796875) 
(2023-03-11_15-04-48.550, 0.0, 0.0, None, -0.01520846039056778, 0.014359434135258198, -0.0001394171267747879, 0.823111891746521, 0.16880211234092712, -10.165470123291016) 
(2023-03-11_15-04-48.598, 0.0, 0.0, None, -0.015236346051096916, -0.0016385577619075775, 0.014557749964296818, 0.842158317565918, -0.18476706743240356, -9.907060623168945) 
(2023-03-11_15-04-48.647, 0.0, 0.0, None, -0.0041855499148368835, 0.009523674845695496, -0.004965116269886494, 0.5089758634567261, 0.19305285811424255, -10.040566444396973) 
(2023-03-11_15-04-48.689, 0.0, 0.0, None, -0.018961090594530106, -0.0003931056708097458, 0.0029456736519932747, 0.5613831281661987, -0.09369171410799026, -9.887529373168945) 
(2023-03-11_15-04-48.730, 0.0, 0.0, None, -0.012934944592416286, -0.01011483184993267, -0.016528086736798286, 0.5324567556381226, 0.1645313799381256, -9.74843692779541) 
(2023-03-11_15-04-48.771, 0.0, 0.0, None, -0.02193395420908928, 0.007513642311096191, 0.01938537508249283, 0.5801150798797607, -0.026661328971385956, -9.676761627197266) 
(2023-03-11_15-04-49.297, 0.0, 0.0, None, 0.0019469000399112701, 0.005254708230495453, -0.003098089713603258, 0.608757495880127, 0.15003132820129395, -9.901803016662598) 
(2023-03-11_15-04-49.341, 0.0, 0.0, None, -0.005443871021270752, -0.007096054032444954, 0.010339769534766674, 0.5898871421813965, 0.049632612615823746, -9.964109420776367) 
(2023-03-11_15-04-49.392, 0.0, 0.0, None, -0.018867935985326767, 0.023558735847473145, -0.0050644585862755775, 0.8232697248458862, 0.08749741315841675, -10.242155075073242) 
(2023-03-11_15-04-49.433, 0.0, 0.0, None, -0.007834027521312237, 0.006388293579220772, 0.010287364013493061, 0.8221912384033203, 0.231408953666687, -9.399070739746094) 
(2023-03-11_15-04-50.292, 0.0, 0.0, None, -0.03314625099301338, 0.0020397119224071503, -0.01298027765005827, 0.9511815309524536, 0.10200552642345428, -9.782476425170898) 
(2023-03-11_15-04-50.332, 0.0, 0.0, None, -0.022622449323534966, 0.0014128424227237701, 0.007808218710124493, 0.6467485427856445, -0.0888463631272316, -9.65771484375) 
(2023-03-11_15-04-50.372, 0.0, 0.0, None, -0.024498386308550835, 0.005745001137256622, -0.006858200300484896, 0.8850154876708984, 0.0444975346326828, -10.122509002685547) 
(2023-03-11_15-04-50.413, 0.0, 0.0, None, -0.016548024490475655, -0.002805091440677643, -0.006191103719174862, 0.6470394134521484, -0.13677978515625, -9.878072738647461) 
(2023-03-11_15-04-50.454, 0.0, 0.0, None, -0.009842350147664547, -0.009499380365014076, -0.012247109785676003, 0.8078275918960571, 0.18847288191318512, -9.284128189086914) 
(2023-03-11_15-04-50.495, 0.0, 0.0, None, -0.015880003571510315, 0.007627472281455994, -0.006222401279956102, 0.8704565763473511, 0.21188172698020935, -9.997855186462402) 
(2023-03-11_15-04-50.536, 0.0, 0.0, None, -0.008591316640377045, -0.003965755924582481, -0.014091105200350285, 0.7704529762268066, 0.10691752284765244, -9.825376510620117) 
(2023-03-11_15-04-50.585, 0.0, 0.0, None, -0.0022081639617681503, 0.01496229786425829, 0.023705344647169113, 0.5805937051773071, -0.06036347895860672, -10.07433032989502) 
(2023-03-11_15-04-50.627, 0.0, 0.0, None, 0.001965222880244255, 0.007087342441082001, -0.0006630318239331245, 0.5089465379714966, 0.22651198506355286, -10.040546417236328) 
(2023-03-11_15-04-50.660, 0.0, 0.0, None, -0.002373000606894493, 0.004631016403436661, -0.006773319095373154, 0.6044120788574219, -0.06040189415216446, -10.103096008300781) 
(2023-03-11_15-04-50.702, 0.0, 0.0, None, -0.0030903201550245285, -0.02116445265710354, 0.0012404844164848328, 0.6131361722946167, 0.2362288534641266, -9.633529663085938) 
(2023-03-11_15-04-50.744, 0.0, 0.0, None, -0.008488064631819725, 0.0070359427481889725, -0.0013114959001541138, 0.599347710609436, -0.012455515563488007, -9.868363380432129) 
(2023-03-11_15-04-50.784, 0.0, 0.0, None, -0.002979310229420662, 0.002771688625216484, -0.001887694001197815, 0.7137237787246704, 0.21188175678253174, -10.222797393798828) 
(2023-03-11_15-04-50.825, 0.0, 0.0, None, 0.013496870175004005, -0.016755787655711174, -0.007866289466619492, 0.5852051973342896, -0.07939931005239487, -9.930654525756836) 
(2023-03-11_15-04-50.867, 0.0, 0.0, None, -0.0065477993339300156, 0.006960956379771233, 0.024935748428106308, 0.6989253759384155, 0.3316194713115692, -9.84910774230957) 
(2023-03-11_15-04-50.908, 0.0, 0.0, None, 0.0014116093516349792, 0.007646664977073669, 0.015199092216789722, 0.6520558595657349, -0.11781378835439682, -10.122344970703125) 
(2023-03-11_15-04-50.949, 0.0, 0.0, None, 0.012453751638531685, 0.00525900162756443, 0.012196236290037632, 0.6471381187438965, 0.3122618496417999, -10.313665390014648) 
(2023-03-11_15-04-50.991, 0.0, 0.0, None, 0.0044229645282030106, 0.007717319764196873, -0.0018765013664960861, 0.7559620141983032, 0.011496543884277344, -9.5571928024292) 
(2023-03-11_15-04-51.032, 0.0, 0.0, None, -0.010850624181330204, 0.014949757605791092, 0.013909962959587574, 0.7232028245925903, 0.22144779562950134, -10.1988525390625) 
(2023-03-11_15-04-51.064, 0.0, 0.0, None, -0.007229167968034744, -0.0003786105662584305, 0.017024006694555283, 0.7228286266326904, 0.04965638369321823, -9.734352111816406) 
(2023-03-11_15-04-51.295, 0.0, 0.0, None, -0.004124002531170845, 0.00577203743159771, 0.01701551303267479, 0.6087014675140381, -0.02670978009700775, -9.715110778808594) 
(2023-03-11_15-04-51.351, 0.0, 0.0, None, -0.011481912806630135, 0.014344899915158749, 0.010248222388327122, 0.7274620532989502, 0.2647113800048828, -9.791703224182129) 
(2023-03-11_15-04-51.392, 0.0, 0.0, None, -0.013926100917160511, 0.026028016582131386, -0.0020031454041600227, 0.9041738510131836, -0.041586145758628845, -10.170479774475098) 
(2023-03-11_15-04-51.433, 0.0, 0.0, None, -0.014012481085956097, 0.0082327201962471, -0.0007254313677549362, 0.8175138235092163, 0.2887013256549835, -9.513985633850098) 
(2023-03-11_15-04-51.474, 0.0, 0.0, None, -0.00350370816886425, 0.018711581826210022, 0.0004997309297323227, 0.7847146987915039, -0.07941635698080063, -9.672233581542969) 
(2023-03-11_15-04-51.523, 0.0, 0.0, None, 0.011758005246520042, -0.008846687152981758, 0.009798395447432995, 0.7178769111633301, 0.1787610650062561, -9.662422180175781) 
(2023-03-11_15-04-51.565, 0.0, 0.0, None, -0.01583494059741497, 0.0063553377985954285, 0.0078171631321311, 0.7041516304016113, -0.09862305968999863, -9.930801391601562) 
(2023-03-11_15-04-51.606, 0.0, 0.0, None, 0.009345022961497307, -0.00027226656675338745, 0.010372019372880459, 0.8084187507629395, 0.192930668592453, -9.810997009277344) 
(2023-03-11_15-04-51.655, 0.0, 0.0, None, -0.04226456582546234, 0.009913110174238682, 0.0040471842512488365, 0.7323553562164307, 0.14041586220264435, -9.815733909606934) 
(2023-03-11_15-04-51.688, 0.0, 0.0, None, 0.01612257771193981, -0.005181033164262772, 0.021396934986114502, 0.8466360569000244, 0.14025719463825226, -9.911657333374023) 
(2023-03-11_15-04-51.721, 0.0, 0.0, None, -0.008484113030135632, 0.002102462574839592, 0.00663746427744627, 0.6707872152328491, -0.17977851629257202, -9.811068534851074) 
(2023-03-11_15-04-51.762, 0.0, 0.0, None, -0.025076813995838165, 0.019883666187524796, -0.0166697409003973, 0.8366843461990356, 0.2503871023654938, -9.609825134277344) 
(2023-03-11_15-04-52.291, 0.0, 0.0, None, -0.00355665385723114, -0.0021943747997283936, 0.015212680213153362, 0.7995984554290771, 0.15434280037879944, -10.395359992980957) 
(2023-03-11_15-04-52.334, 0.0, 0.0, None, -0.03358897566795349, 0.017291521653532982, 0.012598398141562939, 0.6085526943206787, 0.21702861785888672, -9.772439956665039) 
(2023-03-11_15-04-52.365, 0.0, 0.0, None, -0.0023446232080459595, -0.009567709639668465, 0.020733054727315903, 0.8892437219619751, -0.01255180686712265, -9.610044479370117) 
(2023-03-11_15-04-52.400, 0.0, 0.0, None, 0.006223415955901146, -0.0008621998131275177, -0.0018421309068799019, 0.7461227178573608, 0.2648938000202179, -9.466021537780762) 
(2023-03-11_15-04-52.430, 0.0, 0.0, None, -0.010966282337903976, 0.010737728327512741, -0.011706479825079441, 0.8128443956375122, -0.0027759969234466553, -9.36567497253418) 
(2023-03-11_15-04-52.465, 0.0, 0.0, None, -0.0023618005216121674, 0.0077024195343256, -0.008003673516213894, 0.8947615623474121, 0.08258470892906189, -10.357193946838379) 
(2023-03-11_15-04-52.497, 0.0, 0.0, None, 0.006344517692923546, 0.01012379676103592, 0.015819430351257324, 0.509263277053833, 0.1737869530916214, -10.28006649017334) 
(2023-03-11_15-04-52.531, 0.0, 0.0, None, -0.015239827334880829, 0.005143262445926666, 0.0041618915274739265, 0.6280601024627686, -0.11290179938077927, -9.940303802490234) 
(2023-03-11_15-04-52.563, 0.0, 0.0, None, -0.003600509837269783, -0.010783316567540169, 0.015240305103361607, 0.8982378244400024, 0.40815064311027527, -9.475686073303223) 
(2023-03-11_15-04-52.596, 0.0, 0.0, None, -0.003031579777598381, -0.0008798409253358841, -0.011029517278075218, 0.9508000612258911, 0.049658238887786865, -9.404118537902832) 
(2023-03-11_15-04-52.630, 0.0, 0.0, None, -0.02323482185602188, 0.013732612133026123, -0.008710089139640331, 0.8991696834564209, 0.1783214807510376, -10.122443199157715) 
(2023-03-11_15-04-52.662, 0.0, 0.0, None, 0.002562137320637703, 0.007106184959411621, -0.005542737897485495, 0.799447774887085, 0.2213107943534851, -10.31389331817627) 
(2023-03-11_15-04-53.293, 0.0, 0.0, None, 0.005708763375878334, 0.00952286459505558, 0.010937203653156757, 0.5850697755813599, 0.17388713359832764, -10.007136344909668) 
(2023-03-11_15-04-53.334, 0.0, 0.0, None, -0.014639738947153091, 0.008856816217303276, -0.0050013624131679535, 0.48992636799812317, -0.03624432533979416, -9.844305038452148) 
(2023-03-11_15-04-53.380, 0.0, 0.0, None, 0.004959810525178909, -0.011931030079722404, 0.004291333258152008, 0.5853903293609619, 0.030385524034500122, -10.179655075073242) 
(2023-03-11_15-04-53.429, 0.0, 0.0, None, -0.018165620043873787, 0.028414880856871605, 0.012008841149508953, 0.6329023838043213, 0.09248510003089905, -10.174880981445312) 
(2023-03-11_15-04-53.477, 0.0, 0.0, None, 0.003277372568845749, 0.010102213360369205, 0.017638925462961197, 0.9368240833282471, 0.12595254182815552, -9.724967956542969) 
(2023-03-11_15-04-53.518, 0.0, 0.0, None, -0.0009861811995506287, 0.017440224066376686, 0.018209751695394516, 0.8373504877090454, 0.03981207683682442, -10.036242485046387) 
(2023-03-11_15-04-53.567, 0.0, 0.0, None, -0.015889400616288185, 0.005786985158920288, -0.006216481328010559, 0.9318662881851196, 0.18817412853240967, -9.595602035522461) 
(2023-03-11_15-04-53.600, 0.0, 0.0, None, 0.00561169907450676, -0.006414279341697693, 0.006716798059642315, 0.8559340238571167, 0.03525855392217636, -9.638715744018555) 
(2023-03-11_15-04-53.641, 0.0, 0.0, None, 0.00013109855353832245, 0.00029021501541137695, 0.011556814424693584, 0.9079619646072388, 0.21214702725410461, -9.509345054626465) 
(2023-03-11_15-04-53.690, 0.0, 0.0, None, -0.02568693272769451, 0.00015641562640666962, 0.012072634883224964, 0.7701588869094849, 0.12140940129756927, -9.576300621032715) 
(2023-03-11_15-04-53.732, 0.0, 0.0, None, -0.019501620903611183, 0.010630970820784569, 0.007789860479533672, 0.6753884553909302, 0.07829241454601288, -9.873183250427246) 
(2023-03-11_15-04-53.773, 0.0, 0.0, None, -0.02136068604886532, 0.008169534616172314, 0.007180762477219105, 0.7327938079833984, -0.00792711228132248, -10.08884048461914) 
