Legend: waktu, latitude, longitude, altitude, gx, gy, gz, ax, ay, az 
(2023-03-11_15-04-54.296, 0.0, 0.0, None, -0.0055345091968774796, -0.009481335058808327, -0.011010883376002312, 0.46564993262290955, 0.183811753988266, -9.580708503723145) 
(2023-03-11_15-04-54.364, 0.0, 0.0, None, -0.02386181242763996, 0.0007989592850208282, 0.005974962376058102, 0.5702500343322754, 0.12642008066177368, -9.485066413879395) 
(2023-03-11_15-04-54.515, 0.0, 0.0, None, 0.009951842948794365, 0.006516618654131889, -0.0012420769780874252, 0.9606435298919678, -0.06041308492422104, -9.610154151916504) 
(2023-03-11_15-04-54.560, 0.0, 0.0, None, 0.007453687489032745, -0.012565335258841515, 0.014676450751721859, 0.8607610464096069, 0.05432702600955963, -9.715346336364746) 
(2023-03-11_15-04-54.601, 0.0, 0.0, None, -0.007257238030433655, 0.0033435821533203125, 0.0041970377787947655, 0.7324872016906738, 0.020904384553432465, -9.839755058288574) 
(2023-03-11_15-04-54.651, 0.0, 0.0, None, 0.00251949205994606, -0.011343831196427345, 0.00855207722634077, 0.5753418207168579, 0.016349978744983673, -9.69588851928711) 
(2023-03-11_15-04-54.701, 0.0, 0.0, None, -0.015235792845487595, 0.006372217088937759, 0.0035477010533213615, 0.6800928115844727, 0.23120027780532837, -9.944941520690918) 
(2023-03-11_15-04-54.749, 0.0, 0.0, None, -0.013901512138545513, 0.029087642207741737, 0.00042796600610017776, 0.7849674224853516, -0.06522019952535629, -9.906923294067383) 
(2023-03-11_15-04-54.789, 0.0, 0.0, None, -0.01697002910077572, 0.026602262631058693, 0.005306572653353214, 0.6470344066619873, 0.24543145298957825, -10.170013427734375) 
(2023-03-11_15-04-54.830, 0.0, 0.0, None, -0.017737656831741333, 0.010711051523685455, -0.014172187075018883, 0.7796212434768677, -0.10311829298734665, -9.356120109558105) 
(2023-03-11_15-04-54.872, 0.0, 0.0, None, -0.023098137229681015, 0.021623650565743446, 0.01750475913286209, 0.7322640419006348, 0.3124590814113617, -9.868315696716309) 
(2023-03-11_15-04-54.912, 0.0, 0.0, None, -0.012677421793341637, 0.02231995202600956, 0.008387341164052486, 0.7896453142166138, -0.184621661901474, -9.744149208068848) 
(2023-03-11_15-04-55.297, 0.0, 0.0, None, 0.007426047697663307, -0.010076021775603294, 0.0036841630935668945, 0.5375266671180725, 0.011474639177322388, -9.906597137451172) 
(2023-03-11_15-04-55.341, 0.0, 0.0, None, 0.002568792551755905, 0.004019079729914665, 0.000569571740925312, 0.6802250146865845, 0.19768552482128143, -10.035967826843262) 
(2023-03-11_15-04-55.382, 0.0, 0.0, None, 0.006920957937836647, 0.014474401250481606, -0.0006687259301543236, 0.7234964370727539, 0.12095919251441956, -10.380925178527832) 
(2023-03-11_15-04-55.415, 0.0, 0.0, None, -0.007863203063607216, -0.00591106154024601, 0.019480492919683456, 0.5854097008705139, -0.08428751677274704, -10.107878684997559) 
(2023-03-11_15-04-55.447, 0.0, 0.0, None, -0.0072806598618626595, -0.012658337131142616, 0.02011469379067421, 0.7508857250213623, 0.350883424282074, -9.537820816040039) 
(2023-03-11_15-04-55.489, 0.0, 0.0, None, -0.015292609110474586, -0.003437824547290802, 0.0017485404387116432, 0.6756863594055176, -0.026976056396961212, -10.055258750915527) 
(2023-03-11_15-04-55.538, 0.0, 0.0, None, 0.01791340298950672, 0.0010379273444414139, -0.001805335283279419, 0.48515960574150085, 0.11664844304323196, -9.954371452331543) 
(2023-03-11_15-04-55.587, 0.0, 0.0, None, -0.02622205764055252, 0.014873244799673557, 0.013243512250483036, 0.8365881443023682, 0.40332257747650146, -9.643260955810547) 
(2023-03-11_15-04-55.628, 0.0, 0.0, None, -0.0016723237931728363, 0.020581113174557686, -0.005601887125521898, 0.8044540882110596, -0.13714873790740967, -10.25663948059082) 
(2023-03-11_15-04-55.678, 0.0, 0.0, None, 0.0068975780159235, 0.0015536993741989136, 0.01096735242754221, 0.7653266191482544, 0.14534223079681396, -9.528383255004883) 
(2023-03-11_15-04-55.718, 0.0, 0.0, None, -0.01039592083543539, -0.005858844146132469, -0.0006665568798780441, 0.7137625217437744, -0.16557011008262634, -9.964381217956543) 
(2023-03-11_15-04-55.759, 0.0, 0.0, None, 0.0006073750555515289, -0.008828600868582726, -0.013431351631879807, 0.7793289422988892, 0.19325143098831177, -9.327200889587402) 
(2023-03-11_15-04-56.297, 0.0, 0.0, None, -0.00423261895775795, -0.005841193720698357, 0.003627633675932884, 0.6089810132980347, 0.09257915616035461, -10.055109977722168) 
