Legend: waktu, epoch 1970, epoch 1980, latitude, longitude, altitude, gx, gy, gz, ax, ay, az 
(2023-05-26_16-37-12.860, 1685093832.85701, 1369129032.85701, -7.313767833333333, 112.78989883333334, 27.1, -0.034734778106212616, -0.07529840618371964, -0.0029722340404987335, 0.7795429229736328, 0.14058205485343933, -9.475715637207031) 
(2023-05-26_16-37-13.107, 1685093833.10559, 1369129033.10559, -7.313767833333333, 112.78989883333334, 27.1, 0.0330418199300766, 0.0642581582069397, 0.012080992572009563, 0.17551638185977936, 0.05981872230768204, -9.53255844116211) 
(2023-05-26_16-37-13.192, 1685093833.191072, 1369129033.191072, -7.313767833333333, 112.78989883333334, 27.1, 0.0066176168620586395, -0.04010510444641113, -0.007205790840089321, 0.8229297399520874, 0.04946046322584152, -9.911685943603516) 
(2023-05-26_16-37-13.271, 1685093833.270503, 1369129033.270503, -7.313767833333333, 112.78989883333334, 27.1, 0.024490075185894966, 0.07279333472251892, 0.015073108486831188, 0.5466619729995728, -0.03132709860801697, -9.537823677062988) 
(2023-05-26_16-37-13.349, 1685093833.348458, 1369129033.348458, -7.313767833333333, 112.78989883333334, 27.1, 0.002957792952656746, -0.023510491475462914, -0.022528663277626038, 0.8279632329940796, -0.3520120680332184, -9.844880104064941) 
(2023-05-26_16-37-13.413, 1685093833.412041, 1369129033.412041, -7.313767833333333, 112.78989883333334, 27.1, 0.05690544843673706, -0.07055193930864334, 0.0022308873012661934, -0.05698908865451813, -0.08362787216901779, -9.949090957641602) 
(2023-05-26_16-37-13.489, 1685093833.489573, 1369129033.489573, -7.313767833333333, 112.78989883333334, 27.1, -0.03510231897234917, 0.10141735523939133, -0.014529429376125336, 1.479994535446167, -0.27152469754219055, -10.171270370483398) 
(2023-05-26_16-37-13.570, 1685093833.569093, 1369129033.569093, -7.313767833333333, 112.78989883333334, 27.1, 0.012635326012969017, -0.08001570403575897, 0.013083011843264103, 0.7850790023803711, 0.15926694869995117, -10.179801940917969) 
(2023-05-26_16-37-13.774, 1685093833.770182, 1369129033.770182, -7.313767833333333, 112.78989883333334, 27.1, -0.05587710440158844, 0.11044240742921829, 0.0073333242908120155, 0.9179284572601318, 0.159340500831604, -9.868618965148926) 
(2023-05-26_16-37-13.869, 1685093833.868724, 1369129033.868724, -7.313767833333333, 112.78989883333334, 27.1, -0.02524111606180668, -0.017563113942742348, -0.009226440452039242, 0.8364927768707275, 0.17882663011550903, -9.384750366210938) 
(2023-05-26_16-37-13.950, 1685093833.94824, 1369129033.94824, -7.3137818333333335, 112.78990083333333, 27.1, 0.02080654911696911, 0.05181751400232315, 0.045638926327228546, -0.18160730600357056, 0.42341068387031555, -9.517563819885254) 
(2023-05-26_16-37-14.044, 1685093834.042149, 1369129034.042149, -7.3137818333333335, 112.78990083333333, 27.1, 0.05389031022787094, -0.05336423218250275, -0.005768779665231705, 1.0045517683029175, -0.6104668974876404, -10.15178108215332) 
(2023-05-26_16-37-14.120, 1685093834.119976, 1369129034.119976, -7.3137818333333335, 112.78990083333333, 27.1, -0.00895861629396677, 0.04449725151062012, -0.014249241910874844, 0.08095619082450867, -0.3465100824832916, -9.733868598937988) 
(2023-05-26_16-37-14.200, 1685093834.199804, 1369129034.199804, -7.3137818333333335, 112.78990083333333, 27.1, 0.024879978969693184, 0.04587922245264053, -0.008637340739369392, 1.02821683883667, -0.4479837715625763, -10.170867919921875) 
(2023-05-26_16-37-14.281, 1685093834.279171, 1369129034.279171, -7.3137818333333335, 112.78990083333333, 27.1, -0.04972831904888153, -0.020244723185896873, 0.022424224764108658, 0.1096615418791771, -0.24151551723480225, -9.958955764770508) 
(2023-05-26_16-37-14.490, 1685093834.48722, 1369129034.48722, -7.3137818333333335, 112.78990083333333, 27.1, -0.01876988634467125, 0.04627377167344093, -0.010019423440098763, 0.865798830986023, -0.16082122921943665, -9.79690933227539) 
(2023-05-26_16-37-14.581, 1685093834.579791, 1369129034.579791, -7.3137818333333335, 112.78990083333333, 27.1, -0.030834734439849854, -0.05143176019191742, 0.021374069154262543, 0.3322443962097168, -0.06439649313688278, -9.207108497619629) 
(2023-05-26_16-37-14.676, 1685093834.675913, 1369129034.675913, -7.3137818333333335, 112.78990083333333, 27.1, 0.003731831908226013, 0.11754637211561203, -0.008336655795574188, 0.6224567294120789, 0.3462103009223938, -9.547258377075195) 
(2023-05-26_16-37-14.757, 1685093834.755356, 1369129034.755356, -7.3137818333333335, 112.78990083333333, 27.1, 0.01451755128800869, -0.047994598746299744, -0.021186530590057373, 1.722466230392456, -0.520094633102417, -9.850784301757812) 
(2023-05-26_16-37-14.835, 1685093834.834737, 1369129034.834737, -7.3137818333333335, 112.78990083333333, 27.1, -0.03276119381189346, 0.059012360870838165, 0.012466463260352612, -0.7567209005355835, -0.11622794717550278, -9.545982360839844) 
(2023-05-26_16-37-15.042, 1685093835.040789, 1369129035.040789, -7.3137818333333335, 112.78990083333333, 27.1, -0.04150174558162689, 0.03320356085896492, 0.011907625012099743, 1.189374327659607, -0.2662591338157654, -9.792549133300781) 
(2023-05-26_16-37-15.150, 1685093835.149465, 1369129035.149465, -7.3137818333333335, 112.78990083333333, 27.1, -0.009234603494405746, -0.03414009511470795, 0.02017701417207718, 0.1371534764766693, 0.09346053749322891, -9.28821849822998) 
(2023-05-26_16-37-15.243, 1685093835.242517, 1369129035.242517, -7.3137818333333335, 112.78990083333333, 27.1, -0.007678035646677017, 0.022889859974384308, 0.029761902987957, 1.0844309329986572, -0.027132689952850342, -9.725228309631348) 
(2023-05-26_16-37-15.339, 1685093835.337273, 1369129035.337273, -7.3137818333333335, 112.78990083333333, 27.1, 0.02757423184812069, -0.03634881228208542, 0.002622714266180992, 0.8749524354934692, 0.26935023069381714, -9.811025619506836) 
(2023-05-26_16-37-15.418, 1685093835.415987, 1369129035.415987, -7.3137818333333335, 112.78990083333333, 27.1, 0.011590814217925072, -0.028419656679034233, -0.00844578631222248, 0.9185441732406616, -0.29008761048316956, -10.06527328491211) 
(2023-05-26_16-37-15.496, 1685093835.495551, 1369129035.495551, -7.3137818333333335, 112.78990083333333, 27.1, 0.0018850266933441162, -0.015643393620848656, 0.00917388591915369, 0.2946327030658722, 0.11216715723276138, -9.738619804382324) 
(2023-05-26_16-37-15.667, 1685093835.664392, 1369129035.664392, -7.313796166666667, 112.78990233333333, 27.0, 0.0476963073015213, 0.06627016514539719, -0.017772939056158066, 0.5090450048446655, -0.2560795545578003, -9.753457069396973) 
(2023-05-26_16-37-15.781, 1685093835.779075, 1369129035.779075, -7.313796166666667, 112.78990233333333, 27.0, -0.02207360789179802, 0.011333978734910488, -0.02395380474627018, 0.8039455413818359, -0.09387511759996414, -9.839905738830566) 
(2023-05-26_16-37-15.860, 1685093835.85788, 1369129035.85788, -7.313796166666667, 112.78990233333333, 27.0, -0.023826023563742638, 0.006929988041520119, 0.007175716571509838, 0.7847926616668701, -0.15590018033981323, -9.681859970092773) 
(2023-05-26_16-37-15.956, 1685093835.954131, 1369129035.954131, -7.313796166666667, 112.78990233333333, 27.0, -0.010876421816647053, 0.021751204505562782, -0.0025883354246616364, 0.5514774322509766, 0.26007115840911865, -9.81545639038086) 
(2023-05-26_16-37-16.033, 1685093836.032573, 1369129036.032573, -7.313796166666667, 112.78990233333333, 27.0, 0.004405193030834198, 0.013895458541810513, -0.015321606770157814, 1.498103380203247, 0.11116471886634827, -9.653764724731445) 
(2023-05-26_16-37-16.113, 1685093836.11093, 1369129036.11093, -7.313796166666667, 112.78990233333333, 27.0, 0.04884408414363861, -0.0859379842877388, 0.004691969603300095, 0.5042974352836609, -0.11275237053632736, -9.873106956481934) 
(2023-05-26_16-37-16.190, 1685093836.188926, 1369129036.188926, -7.313796166666667, 112.78990233333333, 27.0, -0.033202286809682846, -0.01639852486550808, -0.002546926960349083, 0.09126399457454681, -0.7578217387199402, -10.117310523986816) 
(2023-05-26_16-37-16.419, 1685093836.418006, 1369129036.418006, -7.313796166666667, 112.78990233333333, 27.0, 0.028229927644133568, -0.012964149937033653, -0.01880856789648533, 0.06662581861019135, -0.02636609971523285, -9.930036544799805) 
(2023-05-26_16-37-16.508, 1685093836.50743, 1369129036.50743, -7.313796166666667, 112.78990233333333, 27.0, -0.019367700442671776, 0.04563947767019272, -0.004527501296252012, 0.5802851319313049, 0.08790922164916992, -9.916177749633789) 
(2023-05-26_16-37-16.585, 1685093836.584961, 1369129036.584961, -7.313796166666667, 112.78990233333333, 27.0, 0.04363515228033066, -0.023393606767058372, 0.005690951831638813, 0.9037601947784424, -0.00791914016008377, -9.830387115478516) 
(2023-05-26_16-37-16.664, 1685093836.664173, 1369129036.664173, -7.313796166666667, 112.78990233333333, 27.0, -0.022616101428866386, 0.008802269585430622, -0.0007588798180222511, 0.21477240324020386, -0.5667294263839722, -10.107754707336426) 
(2023-05-26_16-37-16.743, 1685093836.74249, 1369129036.74249, -7.313796166666667, 112.78990233333333, 27.0, -0.0059108976274728775, 0.026664653792977333, 0.0035163061693310738, 0.7087903022766113, 0.030432280153036118, -9.925936698913574) 
(2023-05-26_16-37-16.824, 1685093836.823068, 1369129036.823068, -7.313796166666667, 112.78990233333333, 27.0, -0.02825617790222168, 0.005787016823887825, -0.025789260864257812, 0.7990089654922485, 0.283657044172287, -9.973782539367676) 
(2023-05-26_16-37-17.060, 1685093837.057426, 1369129037.057426, -7.313796166666667, 112.78990233333333, 27.0, -0.03209000080823898, 0.07313963025808334, 0.008151617832481861, 1.5837619304656982, 0.03463216871023178, -9.620380401611328) 
(2023-05-26_16-37-17.176, 1685093837.173409, 1369129037.173409, -7.313796166666667, 112.78990233333333, 27.0, -0.04974199831485748, 0.025369856506586075, -0.04484866186976433, 0.7317166328430176, 0.8812904357910156, -9.824859619140625) 
(2023-05-26_16-37-17.284, 1685093837.283751, 1369129037.283751, -7.313796166666667, 112.78990233333333, 27.0, 0.03395746648311615, -0.011258328333497047, 0.03185601904988289, 0.3607294261455536, 0.7239150404930115, -9.767060279846191) 
(2023-05-26_16-37-17.365, 1685093837.363132, 1369129037.363132, -7.313810666666667, 112.78990433333334, 27.0, 0.12494151294231415, 0.0003002006560564041, 0.016286879777908325, 0.3956442177295685, -1.8521173000335693, -9.19869327545166) 
(2023-05-26_16-37-17.447, 1685093837.443978, 1369129037.443978, -7.313810666666667, 112.78990433333334, 27.0, -0.10865460336208344, 0.0434635654091835, -0.042072463780641556, 1.2861908674240112, -1.6623084545135498, -10.191059112548828) 
(2023-05-26_16-37-17.538, 1685093837.536595, 1369129037.536595, -7.313810666666667, 112.78990433333334, 27.0, -0.10145235806703568, -0.024132447317242622, 0.004550132900476456, 0.4894375205039978, 0.8669877648353577, -10.111979484558105) 
(2023-05-26_16-37-17.616, 1685093837.615679, 1369129037.615679, -7.313810666666667, 112.78990433333334, 27.0, 0.0047631412744522095, 0.046241916716098785, 0.03705480694770813, 0.7371467351913452, 0.27416613698005676, -9.949769973754883) 
(2023-05-26_16-37-17.695, 1685093837.694239, 1369129037.694239, -7.313810666666667, 112.78990433333334, 27.0, 0.014696331694722176, -0.02966432087123394, 0.0019435528665781021, 1.0839447975158691, 0.9286516904830933, -10.035978317260742) 
(2023-05-26_16-37-17.775, 1685093837.773421, 1369129037.773421, -7.313810666666667, 112.78990433333334, 27.0, 0.005006182938814163, 0.01822447031736374, -0.025097079575061798, 0.9477479457855225, -0.9880003929138184, -10.108839988708496) 
(2023-05-26_16-37-17.871, 1685093837.868966, 1369129037.868966, -7.313810666666667, 112.78990433333334, 27.0, 0.01060103066265583, 0.010186989791691303, 0.00302004162222147, 1.0562232732772827, -0.07028757780790329, -9.98865795135498) 
(2023-05-26_16-37-17.948, 1685093837.947831, 1369129037.947831, -7.313810666666667, 112.78990433333334, 27.0, -0.019078632816672325, -0.011998487636446953, -0.012883183546364307, 1.066114068031311, -1.264901041984558, -9.395471572875977) 
(2023-05-26_16-37-18.027, 1685093838.026784, 1369129038.026784, -7.313810666666667, 112.78990433333334, 27.0, -0.04913390427827835, -0.006666170433163643, -0.002026708796620369, -0.5879576206207275, 2.359771966934204, -9.25727653503418) 
(2023-05-26_16-37-18.104, 1685093838.103811, 1369129038.103811, -7.313810666666667, 112.78990433333334, 27.0, 0.24557706713676453, 0.07912764698266983, 0.11350152641534805, 1.3988109827041626, -0.3668375313282013, -9.821584701538086) 
(2023-05-26_16-37-18.282, 1685093838.280176, 1369129038.280176, -7.313810666666667, 112.78990433333334, 27.0, -0.08580683916807175, -0.06750695407390594, -0.02698400989174843, 0.061071038246154785, 0.8340386152267456, -9.891186714172363) 
(2023-05-26_16-37-18.386, 1685093838.385532, 1369129038.385532, -7.313810666666667, 112.78990433333334, 27.0, -0.06690671294927597, 0.11528404802083969, 0.010328291915357113, 1.2126193046569824, 0.8567501902580261, -10.184648513793945) 
(2023-05-26_16-37-18.464, 1685093838.463556, 1369129038.463556, -7.313810666666667, 112.78990433333334, 27.0, 0.00816269963979721, -0.0077150799334049225, 0.033580489456653595, 1.3259921073913574, 0.9478570222854614, -9.547685623168945) 
(2023-05-26_16-37-18.544, 1685093838.542747, 1369129038.542747, -7.313810666666667, 112.78990433333334, 27.0, 0.046575821936130524, -0.03496956080198288, -0.01439837459474802, 0.22441703081130981, -0.7770228385925293, -10.059996604919434) 
(2023-05-26_16-37-18.625, 1685093838.621423, 1369129038.621423, -7.313810666666667, 112.78990433333334, 27.0, -0.020402241498231888, 0.07504172623157501, 0.007578168995678425, 1.2034212350845337, 0.3788267970085144, -10.093924522399902) 
(2023-05-26_16-37-18.700, 1685093838.699889, 1369129038.699889, -7.313810666666667, 112.78990433333334, 27.0, -0.057673729956150055, -0.12146400660276413, 0.008687217719852924, 0.23263691365718842, 0.9340521693229675, -10.240971565246582) 
(2023-05-26_16-37-18.909, 1685093838.906972, 1369129038.906972, -7.313825, 112.789907, 27.1, -0.06749255955219269, -0.050044506788253784, -0.08616550266742706, -0.07980093359947205, -1.311978816986084, -9.858810424804688) 
(2023-05-26_16-37-19.020, 1685093839.018517, 1369129039.018517, -7.313825, 112.789907, 27.1, -0.13553613424301147, 0.0437936931848526, 0.0029847119003534317, 0.5608175992965698, 0.44648370146751404, -9.805773735046387) 
(2023-05-26_16-37-19.113, 1685093839.112373, 1369129039.112373, -7.313825, 112.789907, 27.1, -0.09718947112560272, 0.09801517426967621, -0.00925443321466446, 0.6404526233673096, 1.0490604639053345, -9.178038597106934) 
(2023-05-26_16-37-19.192, 1685093839.191905, 1369129039.191905, -7.313825, 112.789907, 27.1, 0.0003910977393388748, 0.051210347563028336, 0.011393032036721706, 1.8280863761901855, 2.271984338760376, -8.6565523147583) 
(2023-05-26_16-37-19.272, 1685093839.271079, 1369129039.271079, -7.313825, 112.789907, 27.1, 0.2492777407169342, 0.00018338486552238464, 0.05946008861064911, 1.2754559516906738, -0.27613407373428345, -10.185410499572754) 
(2023-05-26_16-37-19.351, 1685093839.349726, 1369129039.349726, -7.313825, 112.789907, 27.1, -0.1409507542848587, -0.0007810499519109726, -0.07011853158473969, 0.0967302992939949, -0.906315267086029, -10.629910469055176) 
(2023-05-26_16-37-19.446, 1685093839.443116, 1369129039.443116, -7.313825, 112.789907, 27.1, 0.14971120655536652, -0.0009641461074352264, 0.06703101843595505, 1.005519986152649, 0.35886350274086, -11.760544776916504) 
(2023-05-26_16-37-19.659, 1685093839.657198, 1369129039.657198, -7.313825, 112.789907, 27.1, -0.2308281660079956, -0.05967649817466736, -0.02205001190304756, 1.2550591230392456, -0.07949542254209518, -9.126734733581543) 
(2023-05-26_16-37-19.759, 1685093839.757762, 1369129039.757762, -7.313825, 112.789907, 27.1, -0.014006733894348145, -0.07503857463598251, -0.05049484223127365, -0.8724548816680908, 2.3069634437561035, -10.042505264282227) 
(2023-05-26_16-37-19.853, 1685093839.852303, 1369129039.852303, -7.313825, 112.789907, 27.1, -0.15006977319717407, -0.013243293389678001, -0.024954715743660927, 0.8946782350540161, -0.5814574360847473, -9.768460273742676) 
(2023-05-26_16-37-19.930, 1685093839.930609, 1369129039.930609, -7.313825, 112.789907, 27.1, 0.06383305788040161, -0.03553638607263565, -0.0015183240175247192, 1.1476664543151855, 1.8856717348098755, -8.229732513427734) 
(2023-05-26_16-37-20.011, 1685093840.010202, 1369129040.010202, -7.313825, 112.789907, 27.1, 0.19641266763210297, -0.10677473992109299, 0.041915249079465866, 0.1653801053762436, -0.9526891708374023, -8.19682788848877) 
(2023-05-26_16-37-20.090, 1685093840.08979, 1369129040.08979, -7.313825, 112.789907, 27.1, -0.03485129028558731, 0.1492641121149063, -0.01285261195152998, 1.4034631252288818, -0.4384489953517914, -9.673151969909668) 
(2023-05-26_16-37-20.334, 1685093840.331338, 1369129040.331338, -7.313825, 112.789907, 27.1, 0.05645890533924103, -0.15273678302764893, -0.004827623255550861, 0.48671162128448486, -1.8573427200317383, -9.797516822814941) 
(2023-05-26_16-37-20.423, 1685093840.421167, 1369129040.421167, -7.313825, 112.789907, 27.1, -0.18261244893074036, -0.02576986514031887, 0.0030368296429514885, 0.3245130181312561, -0.5861117243766785, -10.380906105041504) 
(2023-05-26_16-37-20.516, 1685093840.515547, 1369129040.515547, -7.313825, 112.789907, 27.1, -0.11313357949256897, -0.03836529701948166, 0.02408061921596527, 0.28433698415756226, 0.9725673794746399, -9.714134216308594) 
(2023-05-26_16-37-20.597, 1685093840.595058, 1369129040.595058, -7.3138396666666665, 112.789909, 27.1, -0.17467910051345825, 0.10997004806995392, -0.03459718078374863, -0.11079150438308716, 0.9921764731407166, -9.478979110717773) 
(2023-05-26_16-37-20.676, 1685093840.67454, 1369129040.67454, -7.3138396666666665, 112.789909, 27.1, 0.07442131638526917, -0.022662421688437462, 0.018006272614002228, 0.48189136385917664, 1.6042518615722656, -8.21478271484375) 
(2023-05-26_16-37-20.902, 1685093840.900134, 1369129040.900134, -7.3138396666666665, 112.789909, 27.1, 0.05819372087717056, -0.05026104301214218, -0.010034617967903614, 0.6394277811050415, -1.375200629234314, -10.602071762084961) 
(2023-05-26_16-37-21.021, 1685093841.019732, 1369129041.019732, -7.3138396666666665, 112.789909, 27.1, -0.09685161709785461, 0.0508105643093586, -0.01886415109038353, 0.9800169467926025, 0.24992817640304565, -10.15601921081543) 
(2023-05-26_16-37-21.099, 1685093841.098813, 1369129041.098813, -7.3138396666666665, 112.789909, 27.1, 0.0638398751616478, -0.17303867638111115, 0.024556193500757217, -0.06723178923130035, -0.07367033511400223, -9.312037467956543) 
(2023-05-26_16-37-21.195, 1685093841.193076, 1369129041.193076, -7.3138396666666665, 112.789909, 27.1, -0.05670621246099472, 0.06933898478746414, 0.006242797710001469, 0.6084049940109253, 0.4225456118583679, -9.80105209350586) 
(2023-05-26_16-37-21.274, 1685093841.272481, 1369129041.272481, -7.3138396666666665, 112.789909, 27.1, -0.11886180937290192, -0.02528049238026142, -0.04737962782382965, 1.149737000465393, 0.20283430814743042, -8.757633209228516) 
(2023-05-26_16-37-21.353, 1685093841.352019, 1369129041.352019, -7.3138396666666665, 112.789909, 27.1, -0.038272835314273834, 0.08115042746067047, -0.012644819915294647, 0.2716357111930847, 1.7626044750213623, -7.5055670738220215) 
(2023-05-26_16-37-21.568, 1685093841.567761, 1369129041.567761, -7.3138396666666665, 112.789909, 27.1, 0.07711083441972733, -0.09132878482341766, 0.009084855206310749, 0.644005298614502, -0.4482521116733551, -11.161910057067871) 
(2023-05-26_16-37-21.668, 1685093841.66629, 1369129041.66629, -7.3138396666666665, 112.789909, 27.1, -0.12378069758415222, 0.06597254425287247, -0.007417762186378241, 1.372491717338562, -1.4716424942016602, -10.933449745178223) 
(2023-05-26_16-37-21.762, 1685093841.760216, 1369129041.760216, -7.3138396666666665, 112.789909, 27.1, -0.034613244235515594, -0.06554529815912247, 0.01652400940656662, 0.7793105840682983, 1.1153393983840942, -10.02593994140625) 
(2023-05-26_16-37-21.854, 1685093841.853073, 1369129041.853073, -7.3138396666666665, 112.789909, 27.1, -0.049998313188552856, 0.06264273077249527, 0.0007970351725816727, 0.6939959526062012, -0.2989272177219391, -9.207660675048828) 
(2023-05-26_16-37-21.931, 1685093841.930857, 1369129041.930857, -7.3138396666666665, 112.789909, 27.1, 0.029210342094302177, -0.08545634150505066, 0.014381960965692997, 0.8128409385681152, 1.0626320838928223, -10.188861846923828) 
(2023-05-26_16-37-22.010, 1685093842.009434, 1369129042.009434, -7.3138396666666665, 112.789909, 27.1, -0.05296274274587631, -0.04600171744823456, 0.01456268597394228, 1.0385549068450928, -1.418291687965393, -10.147522926330566) 
(2023-05-26_16-37-22.090, 1685093842.0886, 1369129042.0886, -7.3138396666666665, 112.789909, 27.1, -0.046027518808841705, -0.1219903901219368, 0.00018848851323127747, -0.13243380188941956, 2.3934454917907715, -8.251925468444824) 
(2023-05-26_16-37-22.183, 1685093842.181925, 1369129042.181925, -7.3138396666666665, 112.789909, 27.1, 0.1814524084329605, 1.4750286936759949e-05, 0.004290802404284477, 0.7639186382293701, -0.13099735975265503, -8.067679405212402) 
(2023-05-26_16-37-22.278, 1685093842.277521, 1369129042.277521, -7.3138396666666665, 112.789909, 27.1, -0.03044660948216915, 0.035118214786052704, 0.006449972279369831, 0.4531092941761017, -0.8586301803588867, -10.304580688476562) 
(2023-05-26_16-37-22.357, 1685093842.355625, 1369129042.355625, -7.313854833333333, 112.78991066666667, 27.2, 0.03780216723680496, 0.04655078053474426, -0.006151124835014343, 0.601137638092041, -1.0358315706253052, -10.659297943115234) 
(2023-05-26_16-37-22.436, 1685093842.434389, 1369129042.434389, -7.313854833333333, 112.78991066666667, 27.2, 0.009455228224396706, -0.08240294456481934, -0.012550592422485352, 0.2675446569919586, -0.4427972137928009, -10.596291542053223) 
(2023-05-26_16-37-22.514, 1685093842.511866, 1369129042.511866, -7.313854833333333, 112.78991066666667, 27.2, -0.021131664514541626, 0.04555939882993698, 0.01743454486131668, 0.5709228515625, 0.0687248632311821, -10.03592300415039) 
(2023-05-26_16-37-22.592, 1685093842.59157, 1369129042.59157, -7.313854833333333, 112.78991066666667, 27.2, -0.024954069405794144, 0.019775710999965668, 0.016893688589334488, 1.4167028665542603, 0.03507973253726959, -9.126847267150879) 
(2023-05-26_16-37-22.671, 1685093842.670563, 1369129042.670563, -7.313854833333333, 112.78991066666667, 27.2, 0.007470332086086273, -0.0027199629694223404, 0.005491216666996479, -0.009941264986991882, -0.12160695344209671, -9.455824851989746) 
(2023-05-26_16-37-22.751, 1685093842.749241, 1369129042.749241, -7.313854833333333, 112.78991066666667, 27.2, -0.026598632335662842, 0.07073941826820374, 0.0002465713769197464, 0.6649333238601685, 0.3368004262447357, -9.240768432617188) 
(2023-05-26_16-37-22.831, 1685093842.826668, 1369129042.826668, -7.313854833333333, 112.78991066666667, 27.2, 0.08890063315629959, -0.06856393069028854, 0.0072238268330693245, 0.7519208192825317, -0.08921629935503006, -10.112859725952148) 
(2023-05-26_16-37-22.907, 1685093842.906293, 1369129042.906293, -7.313854833333333, 112.78991066666667, 27.2, 0.013817718252539635, 0.04520333558320999, -0.006845101714134216, 0.18648561835289001, -0.6862831711769104, -10.241908073425293) 
(2023-05-26_16-37-23.077, 1685093843.075853, 1369129043.075853, -7.313854833333333, 112.78991066666667, 27.2, -0.0363079234957695, -0.024397512897849083, -9.153969585895538e-05, 0.19985359907150269, 0.1407189816236496, -10.083356857299805) 
(2023-05-26_16-37-23.178, 1685093843.177378, 1369129043.177378, -7.313854833333333, 112.78991066666667, 27.2, -0.004078224301338196, 0.02483554556965828, 0.002918725833296776, 0.33281540870666504, 0.28405991196632385, -9.98283576965332) 
(2023-05-26_16-37-23.256, 1685093843.256797, 1369129043.256797, -7.313854833333333, 112.78991066666667, 27.2, 0.009317958727478981, -0.02181723527610302, 0.03302012011408806, 0.917535662651062, -0.12710347771644592, -9.298813819885254) 
(2023-05-26_16-37-23.335, 1685093843.334882, 1369129043.334882, -7.313854833333333, 112.78991066666667, 27.2, -0.019523240625858307, -0.004140030592679977, 0.022483080625534058, -0.13853231072425842, -0.0401955172419548, -9.388572692871094) 
(2023-05-26_16-37-23.414, 1685093843.41463, 1369129043.41463, -7.313854833333333, 112.78991066666667, 27.2, -0.01985379122197628, 0.08927694708108902, -0.030300110578536987, 1.260879635810852, -0.07051961869001389, -10.075105667114258) 
(2023-05-26_16-37-23.495, 1685093843.493055, 1369129043.493055, -7.313854833333333, 112.78991066666667, 27.2, 0.0335402712225914, -0.06881894916296005, -0.0015219291672110558, 0.6230596899986267, 0.26944243907928467, -10.021490097045898) 
(2023-05-26_16-37-23.576, 1685093843.57307, 1369129043.57307, -7.313854833333333, 112.78991066666667, 27.2, -0.011842519044876099, 0.0628020241856575, 0.011920819990336895, 0.5476093888282776, -0.7293700575828552, -9.835214614868164) 
(2023-05-26_16-37-23.794, 1685093843.792994, 1369129043.792994, -7.313854833333333, 112.78991066666667, 27.2, -0.02055266872048378, -0.072182297706604, 0.004392538219690323, 1.5548042058944702, 0.5508630275726318, -9.653560638427734) 
(2023-05-26_16-37-23.892, 1685093843.888538, 1369129043.888538, -7.313869166666667, 112.789914, 27.2, 0.035101115703582764, 0.007927266880869865, -0.018240686506032944, -0.9134422540664673, 0.012761294841766357, -9.88100814819336) 
(2023-05-26_16-37-23.967, 1685093843.965021, 1369129043.965021, -7.313869166666667, 112.789914, 27.2, -0.0423620343208313, 0.10990384966135025, 0.005554025061428547, 1.4941723346710205, -0.44825783371925354, -9.951066017150879) 
(2023-05-26_16-37-24.045, 1685093844.044181, 1369129044.044181, -7.313869166666667, 112.789914, 27.2, -0.0017977692186832428, -0.12789736688137054, -0.00024015270173549652, 0.37116798758506775, -0.06489834934473038, -9.973511695861816) 
(2023-05-26_16-37-24.124, 1685093844.123035, 1369129044.123035, -7.313869166666667, 112.789914, 27.2, -0.0027900077402591705, 0.006918942555785179, 0.04386680945754051, 0.44188952445983887, 0.24115008115768433, -9.647703170776367) 
(2023-05-26_16-37-24.202, 1685093844.201616, 1369129044.201616, -7.313869166666667, 112.789914, 27.2, -0.009371922351419926, -0.05620434880256653, 0.013535362668335438, 0.5368870496749878, 0.09303993731737137, -9.403624534606934) 
(2023-05-26_16-37-24.403, 1685093844.40068, 1369129044.40068, -7.313869166666667, 112.789914, 27.2, 0.014823002740740776, -0.0026607029139995575, -0.001194491982460022, 1.2983191013336182, 0.11610804498195648, -9.672694206237793) 
(2023-05-26_16-37-24.506, 1685093844.50428, 1369129044.50428, -7.313869166666667, 112.789914, 27.2, 0.01678978092968464, 0.010798507370054722, 0.013414698652923107, 1.0328789949417114, -0.29027557373046875, -10.209095001220703) 
(2023-05-26_16-37-24.583, 1685093844.582276, 1369129044.582276, -7.313869166666667, 112.789914, 27.2, -0.031830377876758575, 0.016760069876909256, -0.009971918538212776, 1.5272748470306396, -0.2045222818851471, -9.965323448181152) 
(2023-05-26_16-37-24.662, 1685093844.660594, 1369129044.660594, -7.313869166666667, 112.789914, 27.2, -0.00830820482224226, -0.07330724596977234, -0.007763435132801533, 1.2458819150924683, -0.13700073957443237, -9.380616188049316) 
(2023-05-26_16-37-24.740, 1685093844.739519, 1369129044.739519, -7.313869166666667, 112.789914, 27.2, 0.01587832160294056, -0.04687125235795975, 0.012987694703042507, -0.31050920486450195, 0.6865392923355103, -9.316088676452637) 
(2023-05-26_16-37-24.818, 1685093844.817291, 1369129044.817291, -7.313869166666667, 112.789914, 27.2, 0.05313593149185181, 0.033102914690971375, 0.003102155402302742, 0.8564666509628296, 0.10663455724716187, -10.165545463562012) 
(2023-05-26_16-37-24.897, 1685093844.895537, 1369129044.895537, -7.313869166666667, 112.789914, 27.2, 0.013549668714404106, 0.02695157192647457, -0.054384954273700714, 0.45199424028396606, 0.030607711523771286, -10.007073402404785) 
